1478193194.444540,0140,8,00,00,00,00,14,20,21,fb,R
1478193194.444772,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.445171,0350,8,05,20,b4,68,77,00,00,8e,R
1478193194.445616,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.446749,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.447006,0370,8,00,20,00,00,00,00,00,00,R
1478193194.447248,043f,8,10,40,60,ff,78,41,0c,00,R
1478193194.447490,0440,8,ff,00,00,00,ff,41,0c,00,R
1478193194.447872,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.448993,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.449495,0316,8,05,21,d8,0c,21,1e,00,70,R
1478193194.449738,018f,8,fe,50,00,00,00,4b,00,00,R
1478193194.449970,0260,8,15,21,23,30,08,94,78,0b,R
1478193194.450206,02a0,8,00,00,95,1c,97,02,bd,00,R
1478193194.450445,0329,8,40,bb,7f,14,11,20,00,14,R
1478193194.450677,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.450932,04f0,8,00,00,00,80,00,67,d1,13,R
1478193194.451401,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.452425,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.452683,02c0,8,15,00,00,00,00,00,00,00,R
1478193194.453354,0430,8,00,00,00,00,00,00,00,00,R
1478193194.453586,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.453842,04b1,8,00,00,00,00,00,00,00,00,R
1478193194.454090,01f1,8,08,00,00,00,00,00,00,00,R
1478193194.454329,0153,8,00,21,10,ff,00,ff,00,00,R
1478193194.454577,0002,8,00,00,00,00,00,03,02,e4,R
1478193194.454811,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.455057,0130,8,05,80,00,ff,10,80,02,d3,R
1478193194.455293,0131,8,12,80,00,00,33,7f,02,bf,R
1478193194.455537,0140,8,00,00,00,00,16,20,22,df,R
1478193194.455773,0350,8,05,20,c4,68,77,00,00,fe,R
1478193194.456006,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.460091,0260,8,15,20,23,30,08,94,77,1e,R
1478193194.466043,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.466772,043f,8,10,40,60,ff,78,3f,0c,00,R
1478193194.467022,0370,8,00,20,00,00,00,00,00,00,R
1478193194.467253,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.467504,0440,8,ff,00,00,00,ff,3f,0c,00,R
1478193194.468316,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.469455,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.469696,0316,8,05,20,dc,0c,20,1d,00,70,R
1478193194.469939,018f,8,fe,50,00,00,00,4b,00,00,R
1478193194.470172,0260,8,15,20,23,30,08,94,76,20,R
1478193194.470404,02a0,8,40,00,95,1c,97,02,bd,00,R
1478193194.470642,0329,8,40,bb,7f,14,11,20,00,14,R
1478193194.470876,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.471126,04f0,8,00,00,00,80,00,67,d1,13,R
1478193194.471364,0545,8,d8,58,00,8c,00,00,00,00,R
1478193194.471761,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.472668,02c0,8,15,00,00,00,00,00,00,00,R
1478193194.472901,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.473394,0430,8,00,00,00,00,00,00,00,00,R
1478193194.473640,04b1,8,00,00,00,00,00,00,00,00,R
1478193194.473888,01f1,8,08,00,00,00,00,00,00,00,R
1478193194.474125,0153,8,00,21,10,ff,00,ff,00,00,R
1478193194.474371,0002,8,00,00,00,00,00,03,04,aa,R
1478193194.474604,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.475023,0130,8,02,80,00,ff,0f,80,04,8d,R
1478193194.475261,0131,8,f2,7f,00,00,40,7f,04,2c,R
1478193194.475502,0140,8,00,00,00,00,1a,00,24,ee,R
1478193194.475736,0350,8,05,20,e4,68,77,00,00,de,R
1478193194.475971,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.476349,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.476770,043f,8,10,40,60,ff,78,3f,0c,00,R
1478193194.477020,0370,8,00,20,00,00,00,00,00,00,R
1478193194.477261,0440,8,ff,00,00,00,ff,3f,0c,00,R
1478193194.477494,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.478632,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.479514,0316,8,05,20,dc,0c,20,1e,00,70,R
1478193194.479755,018f,8,fe,50,00,00,00,4b,00,00,R
1478193194.479984,0260,8,15,20,23,30,08,94,76,31,R
1478193194.480216,02a0,8,60,00,95,1c,97,02,bd,00,R
1478193194.480454,0329,8,40,bb,7f,14,11,20,00,14,R
1478193194.480688,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.480938,0545,8,d8,00,00,8a,00,00,00,00,R
1478193194.481167,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.482063,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.482629,02c0,8,15,00,00,00,00,00,00,00,R
1478193194.483188,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.483443,0002,8,00,00,00,00,00,04,05,4e,R
1478193194.483680,0153,8,00,21,10,ff,00,ff,00,00,R
1478193194.484029,0130,8,01,80,00,ff,12,80,05,ea,R
1478193194.484265,0131,8,f7,7f,00,00,41,7f,05,8a,R
1478193194.484507,0140,8,00,00,00,00,02,20,25,92,R
1478193194.484740,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.484886,05f0,2,01,00,R
1478193194.485150,0350,8,05,20,f4,68,77,00,00,ce,R
1478193194.485460,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.486586,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.486844,0370,8,00,20,00,00,00,00,00,00,R
1478193194.487086,043f,8,10,40,60,ff,78,41,0c,00,R
1478193194.487331,0440,8,ff,00,00,00,ff,41,0c,00,R
1478193194.487723,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.488862,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.489473,0316,8,05,20,dc,0c,20,1e,00,70,R
1478193194.489717,018f,8,fe,50,00,00,00,4b,00,00,R
1478193194.489949,0260,8,15,20,23,30,08,94,76,0e,R
1478193194.490185,02a0,8,00,00,95,1c,97,02,bd,00,R
1478193194.490423,0329,8,40,bb,7f,14,11,20,00,14,R
1478193194.490655,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.490910,0545,8,d8,00,00,8a,00,00,00,00,R
1478193194.491147,04f0,8,00,00,00,80,00,67,d1,13,R
1478193194.491378,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.492352,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.492612,02c0,8,15,00,00,00,00,00,00,00,R
1478193194.493379,0430,8,00,00,00,00,00,00,00,00,R
1478193194.493611,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.493871,04b1,8,00,00,00,00,00,00,00,00,R
1478193194.494116,01f1,8,08,00,00,00,00,00,00,00,R
1478193194.494354,0153,8,00,21,10,ff,00,ff,00,00,R
1478193194.494600,0002,8,00,00,00,00,00,04,06,69,R
1478193194.494832,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.495079,0130,8,05,80,00,ff,16,80,06,a2,R
1478193194.495319,0131,8,0e,80,00,00,3a,7f,06,4a,R
1478193194.495567,0140,8,00,00,00,00,04,20,26,b0,R
1478193194.495806,0350,8,05,20,04,68,77,00,00,3e,R
1478193194.496039,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.496753,043f,8,10,40,60,ff,78,41,0c,00,R
1478193194.497003,0370,8,00,20,00,00,00,00,00,00,R
1478193194.497238,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.497489,0440,8,ff,00,00,00,ff,41,0c,00,R
1478193194.497970,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.499105,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.499579,0316,8,05,20,d4,0c,20,1e,00,70,R
1478193194.499822,018f,8,fe,50,00,00,00,4b,00,00,R
1478193194.500061,0260,8,15,20,23,30,08,94,76,1f,R
1478193194.500291,02a0,8,20,00,95,1c,97,02,bd,00,R
1478193194.500525,0329,8,86,bb,7f,14,11,20,00,14,R
1478193194.500757,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.501006,0545,8,d8,57,00,8b,00,00,00,00,R
1478193194.501402,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.502546,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.502803,02c0,8,15,00,00,00,00,00,00,00,R
1478193194.503372,0002,8,00,00,00,00,00,04,07,74,R
1478193194.503608,0153,8,00,21,10,ff,00,ff,00,00,R
1478193194.503840,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.504086,0130,8,0b,80,00,ff,19,80,07,38,R
1478193194.504328,0131,8,1b,80,00,00,32,7f,07,d6,R
1478193194.504572,0140,8,00,00,00,00,06,20,27,ae,R
1478193194.504878,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.505120,0350,8,05,20,14,68,77,00,00,2e,R
1478193194.506010,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.506777,043f,8,10,40,60,ff,78,3f,0c,00,R
1478193194.507026,0370,8,00,20,00,00,00,00,00,00,R
1478193194.507259,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.507509,0440,8,ff,00,00,00,ff,3f,0c,00,R
1478193194.508267,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.509388,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.509630,0316,8,05,20,d4,0c,20,1e,00,70,R
1478193194.509873,018f,8,fe,50,00,00,00,4b,00,00,R
1478193194.510105,0260,8,15,20,23,30,08,94,77,2f,R
1478193194.510338,02a0,8,40,00,95,1c,97,02,bd,00,R
1478193194.510572,0329,8,86,bb,7f,14,11,20,00,14,R
1478193194.510841,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.511058,0545,8,d8,00,00,8c,00,00,00,00,R
1478193194.511325,04f0,8,00,00,00,80,00,67,d1,13,R
1478193194.511685,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.512413,02c0,8,15,00,00,00,00,00,00,00,R
1478193194.512835,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.513370,0430,8,00,00,00,00,00,00,00,00,R
1478193194.513617,04b1,8,00,00,00,00,00,00,00,00,R
1478193194.513865,01f1,8,08,00,00,00,00,00,00,00,R
1478193194.514103,0153,8,00,21,10,ff,00,ff,00,00,R
1478193194.514351,0002,8,00,00,00,00,00,04,08,cf,R
1478193194.514583,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.515034,0130,8,0f,80,00,ff,15,80,08,e0,R
1478193194.515260,0131,8,0e,80,00,00,2b,7f,08,7b,R
1478193194.515504,0140,8,00,00,00,00,08,20,28,1c,R
1478193194.515737,0350,8,05,20,24,68,77,00,00,1e,R
1478193194.515972,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.516313,00a0,8,56,84,d4,0c,00,20,02,00,R
1478193194.516547,00a1,8,87,87,00,00,21,00,00,00,R
1478193194.516796,0370,8,00,20,00,00,00,00,00,00,R
1478193194.518524,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.518798,043f,8,10,40,60,ff,78,3e,0c,00,R
1478193194.519038,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.519291,0440,8,ff,00,00,00,ff,3e,0c,00,R
1478193194.519515,02a0,8,60,00,95,1c,97,02,bd,00,R
1478193194.519758,018f,8,fe,50,00,00,00,4b,00,00,R
1478193194.519990,0260,8,15,21,23,30,08,94,78,3e,R
1478193194.520224,0316,8,05,21,d4,0c,21,1e,00,70,R
1478193194.520458,0329,8,86,bb,7f,14,11,20,00,14,R
1478193194.520700,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.520942,0545,8,d8,00,00,8a,00,00,00,00,R
1478193194.521180,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.521509,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.521969,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.522405,02c0,8,15,00,00,00,00,00,00,00,R
1478193194.523119,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.523362,0002,8,00,00,00,00,00,04,09,d2,R
1478193194.523599,0153,8,00,21,10,ff,00,ff,00,00,R
1478193194.524018,0130,8,0d,80,00,ff,12,80,09,cd,R
1478193194.524249,0131,8,f7,7f,00,00,2d,7f,09,4c,R
1478193194.524496,0140,8,00,00,00,00,0a,00,29,77,R
1478193194.524737,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.525080,0350,8,05,20,34,68,77,00,00,0e,R
1478193194.525423,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.526570,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.526817,0370,8,00,20,00,00,00,00,00,00,R
1478193194.527079,043f,8,10,40,60,ff,78,3e,0c,00,R
1478193194.527341,0440,8,ff,00,00,00,ff,3e,0c,00,R
1478193194.527746,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.528888,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.529420,0316,8,05,20,d4,0c,20,1e,00,70,R
1478193194.529659,018f,8,fe,50,00,00,00,4b,00,00,R
1478193194.529892,0260,8,15,20,23,30,08,94,77,0d,R
1478193194.530128,02a0,8,00,00,95,1c,97,02,bd,00,R
1478193194.530363,0329,8,86,bb,7f,14,11,20,00,14,R
1478193194.530604,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.530851,0545,8,d8,00,00,89,00,00,00,00,R
1478193194.531090,04f0,8,00,00,00,80,00,67,d1,13,R
1478193194.531331,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.532359,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.532610,02c0,8,15,00,00,00,00,00,00,00,R
1478193194.533356,0430,8,00,00,00,00,00,00,00,00,R
1478193194.533597,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.533845,04b1,8,00,00,00,00,00,00,00,00,R
1478193194.534093,01f1,8,08,00,00,00,00,00,00,00,R
1478193194.542625,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.549172,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.553606,04b1,8,00,00,00,00,00,00,00,00,R
1478193194.553860,01f1,8,08,00,00,00,00,00,00,00,R
1478193194.554092,0153,8,00,21,10,ff,00,ff,00,00,R
1478193194.554338,0002,8,00,00,00,00,00,05,0c,f7,R
1478193194.554572,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.554894,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.555140,0130,8,fa,7f,00,ff,02,80,0c,92,R
1478193194.555377,0131,8,00,80,00,00,3a,7f,0c,99,R
1478193194.555620,0140,8,00,00,00,00,06,27,2c,98,R
1478193194.555854,0350,8,05,20,64,68,77,00,00,5e,R
1478193194.556086,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.556773,043f,8,10,40,60,ff,78,3d,0c,00,R
1478193194.557020,0370,8,00,20,00,00,00,00,00,00,R
1478193194.557252,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.557501,0440,8,ff,00,00,00,ff,3d,0c,00,R
1478193194.558294,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.559398,0316,8,05,20,d8,0c,20,1e,00,70,R
1478193194.559640,018f,8,fe,50,00,00,00,4b,00,00,R
1478193194.559868,0260,8,15,20,23,30,08,94,76,31,R
1478193194.560101,02a0,8,60,00,95,1c,97,02,bd,00,R
1478193194.560336,0329,8,86,bb,7f,14,11,20,00,14,R
1478193194.560567,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.560856,0545,8,d8,00,00,8b,00,00,00,00,R
1478193194.561050,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.561718,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.562372,02c0,8,15,00,00,00,00,00,00,00,R
1478193194.562635,05a0,8,00,00,00,00,00,00,00,00,R
1478193194.562866,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.563118,05a2,8,05,00,a5,01,00,00,00,00,R
1478193194.563361,0002,8,00,00,00,00,00,05,0d,ea,R
1478193194.563599,0153,8,00,21,10,ff,00,ff,00,00,R
1478193194.564005,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.564254,0130,8,03,80,00,ff,06,80,0d,a6,R
1478193194.564493,0131,8,25,80,00,00,41,7f,0d,17,R
1478193194.564736,0140,8,00,00,00,00,08,20,2d,75,R
1478193194.565120,0350,8,05,20,74,68,77,00,00,4e,R
1478193194.565351,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.566280,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.566782,043f,8,10,40,60,ff,78,3f,0c,00,R
1478193194.567031,0370,8,00,20,00,00,00,00,00,00,R
1478193194.567273,0440,8,ff,00,00,00,ff,3f,0c,00,R
1478193194.567504,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.568562,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.569682,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.570827,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.571051,04f0,8,00,00,00,80,00,67,d1,13,R
1478193194.571294,018f,8,fe,50,00,00,00,4b,00,00,R
1478193194.571527,0260,8,15,20,23,30,08,94,75,0f,R
1478193194.571762,02a0,8,00,00,95,1c,97,02,bd,00,R
1478193194.571996,0316,8,05,20,d4,0c,20,1e,00,70,R
1478193194.572233,0329,8,86,bb,7f,14,11,20,00,14,R
1478193194.572465,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.572724,02c0,8,15,00,00,00,00,00,00,00,R
1478193194.572961,0545,8,d8,57,00,8a,00,00,00,00,R
1478193194.573193,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.573456,0430,8,00,00,00,00,00,00,00,00,R
1478193194.573704,04b1,8,00,00,00,00,00,00,00,00,R
1478193194.573955,01f1,8,08,00,00,00,00,00,00,00,R
1478193194.574189,0153,8,00,21,10,ff,00,ff,00,00,R
1478193194.574433,0002,8,00,00,00,00,00,05,0e,cd,R
1478193194.574666,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.575021,0130,8,15,80,00,ff,15,80,0e,7f,R
1478193194.575257,0131,8,3b,80,00,00,4d,7f,0e,82,R
1478193194.575499,0140,8,00,00,00,00,0a,00,2e,24,R
1478193194.575735,0350,8,05,20,84,68,77,00,00,be,R
1478193194.575968,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.576551,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.576809,043f,8,10,40,60,ff,78,3c,0c,00,R
1478193194.577058,0370,8,00,20,00,00,00,00,00,00,R
1478193194.577300,0440,8,ff,00,00,00,ff,3c,0c,00,R
1478193194.577696,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.578837,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.579409,0316,8,05,20,d4,0c,20,1d,00,70,R
1478193194.579653,018f,8,fe,50,00,00,00,4b,00,00,R
1478193194.579882,0260,8,15,20,23,30,08,94,76,1f,R
1478193194.580115,02a0,8,20,00,95,1c,97,02,bd,00,R
1478193194.580347,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193194.580580,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.580846,0545,8,d8,00,00,8c,00,00,00,00,R
1478193194.581211,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.582329,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.582586,02c0,8,15,00,00,00,00,00,00,00,R
1478193194.583362,0002,8,00,00,00,00,00,06,0f,04,R
1478193194.583600,0153,8,00,21,10,ff,00,ff,00,00,R
1478193194.583833,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.584082,0130,8,1d,80,00,ff,23,80,0f,9d,R
1478193194.584335,0131,8,25,80,00,00,4f,7f,0f,24,R
1478193194.584561,0140,8,00,00,00,00,02,20,2f,40,R
1478193194.584793,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.584942,05f0,2,01,00,R
1478193194.585178,0350,8,05,20,94,68,77,00,00,ae,R
1478193194.585694,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.590484,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193194.590715,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.590969,04f0,8,00,00,00,80,00,67,d1,13,R
1478193194.591209,0545,8,d8,00,00,8b,00,00,00,00,R
1478193194.591442,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.592345,02c0,8,15,00,00,00,00,00,00,00,R
1478193194.592575,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.593401,0430,8,00,00,00,00,00,00,00,00,R
1478193194.593621,04b1,8,00,00,00,00,00,00,00,00,R
1478193194.593870,01f1,8,08,00,00,00,00,00,00,00,R
1478193194.594108,0153,8,00,21,10,ff,00,ff,00,00,R
1478193194.594358,0002,8,00,00,00,00,00,06,00,bf,R
1478193194.594590,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.594907,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.599258,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.599506,018f,8,fe,50,00,00,00,4b,00,00,R
1478193194.599736,0260,8,15,20,23,30,08,94,77,30,R
1478193194.599967,02a0,8,60,00,95,1c,97,02,bd,00,R
1478193194.600201,0316,8,05,20,d4,0c,20,1e,00,70,R
1478193194.605159,0350,8,05,20,b4,68,77,00,00,8e,R
1478193194.606063,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.606821,043f,8,10,40,60,ff,78,3c,0c,00,R
1478193194.607070,0370,8,00,20,00,00,00,00,00,00,R
1478193194.607302,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.607554,0440,8,ff,00,00,00,ff,3c,0c,00,R
1478193194.608357,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.609332,0316,8,05,20,d4,0c,20,1d,00,70,R
1478193194.609578,018f,8,fe,50,00,00,00,4b,00,00,R
1478193194.609806,0260,8,15,20,23,30,08,94,76,0e,R
1478193194.610043,02a0,8,00,00,95,1c,97,02,bd,00,R
1478193194.610276,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193194.610508,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.610756,0545,8,d8,58,00,8b,00,00,00,00,R
1478193194.610987,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.611272,04f0,8,00,00,00,80,00,67,d1,13,R
1478193194.611797,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.612321,02c0,8,15,00,00,00,00,00,00,00,R
1478193194.612945,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.613381,0430,8,00,00,00,00,00,00,00,00,R
1478193194.613618,04b1,8,00,00,00,00,00,00,00,00,R
1478193194.613867,01f1,8,08,00,00,00,00,00,00,00,R
1478193194.614104,0153,8,00,21,10,ff,00,ff,00,00,R
1478193194.614350,0002,8,00,00,00,00,00,06,02,85,R
1478193194.614583,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.615025,0130,8,01,80,00,ff,2c,80,02,98,R
1478193194.615261,0131,8,d7,7f,00,00,31,7f,02,fe,R
1478193194.615503,0140,8,00,00,00,00,08,21,22,82,R
1478193194.615741,0350,8,05,20,c4,68,77,00,00,fe,R
1478193194.615975,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.616305,00a0,8,56,84,d4,0c,00,20,02,00,R
1478193194.616542,00a1,8,87,87,00,00,21,00,00,00,R
1478193194.616773,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.617032,0370,8,00,20,00,00,00,00,00,00,R
1478193194.617273,043f,8,10,40,60,ff,78,3a,0c,00,R
1478193194.617505,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.617760,0440,8,ff,00,00,00,ff,3a,0c,00,R
1478193194.618652,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.619427,0316,8,05,20,d4,0c,20,1d,00,70,R
1478193194.619670,018f,8,fe,50,00,00,00,4b,00,00,R
1478193194.619899,0260,8,15,20,23,30,08,94,75,10,R
1478193194.620134,02a0,8,20,00,95,1c,97,02,bd,00,R
1478193194.620365,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193194.620597,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.620861,0545,8,d8,00,00,8b,00,00,00,00,R
1478193194.621080,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.622072,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.622334,02c0,8,15,00,00,00,00,00,00,00,R
1478193194.623189,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.623446,0002,8,00,00,00,00,00,06,03,98,R
1478193194.623684,0153,8,00,21,10,ff,00,ff,00,00,R
1478193194.624020,0130,8,00,80,00,ff,1f,80,03,7c,R
1478193194.624260,0131,8,fb,7f,00,00,34,7f,03,be,R
1478193194.624502,0140,8,00,00,00,00,0a,22,23,48,R
1478193194.624732,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.625043,0350,8,05,20,d4,68,77,00,00,ee,R
1478193194.625477,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.626613,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.626870,0370,8,00,20,00,00,00,00,00,00,R
1478193194.627112,043f,8,10,40,60,ff,78,3a,0c,00,R
1478193194.627357,0440,8,ff,00,00,00,ff,3a,0c,00,R
1478193194.627773,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.628889,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.629504,0316,8,05,20,d4,0c,20,1d,00,70,R
1478193194.629748,018f,8,fe,50,00,00,00,4b,00,00,R
1478193194.629981,0260,8,15,20,23,30,08,94,76,20,R
1478193194.630213,02a0,8,40,00,95,1c,97,02,bd,00,R
1478193194.630445,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193194.630677,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.630934,04f0,8,00,00,00,80,00,67,d1,13,R
1478193194.631169,0545,8,d8,00,00,8a,00,00,00,00,R
1478193194.631401,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.632285,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.632546,02c0,8,15,00,00,00,00,00,00,00,R
1478193194.633356,0430,8,00,00,00,00,00,00,00,00,R
1478193194.633586,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.633843,04b1,8,00,00,00,00,00,00,00,00,R
1478193194.634090,01f1,8,08,00,00,00,00,00,00,00,R
1478193194.634338,0153,8,00,21,10,ff,00,ff,00,00,R
1478193194.634575,0002,8,00,00,00,00,00,06,04,cb,R
1478193194.634807,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.635053,0130,8,0a,80,00,ff,15,80,04,48,R
1478193194.635291,0131,8,29,80,00,00,34,7f,04,98,R
1478193194.635530,0140,8,00,00,00,00,0c,32,24,aa,R
1478193194.635765,0350,8,05,20,e4,68,77,00,00,de,R
1478193194.635995,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.636143,05f0,2,01,00,R
1478193194.636764,043f,8,10,40,60,ff,78,3c,0c,00,R
1478193194.637012,0370,8,00,20,00,00,00,00,00,00,R
1478193194.637244,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.637495,0440,8,ff,00,00,00,ff,3c,0c,00,R
1478193194.637989,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.639129,043f,8,01,45,60,ff,6b,00,00,00,T
1478193194.639372,0316,8,05,20,d4,0c,20,1d,00,70,R
1478193194.639615,018f,8,fe,50,00,00,00,4b,00,00,R
